PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
Tyler Grassman,Tyler,Grassman,K,2012,2963,2,0.7331,Buffalo,Columbus,OH,39.9622601,-83.0007065,Gahanna Lincoln
Charles Chandler,Charles,Chandler,WR,2012,3063,2,0.7,Kent State,Columbus,OH,39.9622601,-83.0007065,St. Francis De Sales
Lamar Young,Lamar,Young,OT,2007,790,3,0.8385,Maryland,Jonesboro,GA,33.5215013,-84.3538128,Mundy's Mill
Martin Ward,Martin,Ward,RB,2008,372,3,0.8826,Marshall,Jonesboro,GA,33.5215013,-84.3538128,Mount Zion
Darius McKeller,Darius,McKeller,OT,2009,626,3,0.8653,Alabama,Jonesboro,GA,33.5215013,-84.3538128,Jonesboro
Octavius Thomas,Octavius,Thomas,WDE,2009,1255,3,0.8333,Southern Miss,Jonesboro,GA,33.5215013,-84.3538128,Mount Zion
Hakeem Smith,Hakeem,Smith,S,2009,1453,3,0.8146,Louisville,Jonesboro,GA,33.5215013,-84.3538128,Jonesboro
Robinson Alexis,Robinson,Alexis,WR,2007,792,3,0.8372,Rutgers,Boca Raton,FL,26.3586885,-80.0830984,West Boca Raton
A.J. Ganguzza,A.J.,Ganguzza,OG,2007,1283,3,0.8038,Florida State,Boca Raton,FL,26.3586885,-80.0830984,West Boca Raton
Mike McGowan,Mike,McGowan,TE,2007,2002,2,0.7222,USF,Boca Raton,FL,26.3586885,-80.0830984,West Boca Raton
Tony Cornelius,Tony,Cornelius,RB,2008,1097,3,0.8243,Temple,Boca Raton,FL,26.3586885,-80.0830984,Boca Raton
Nate Nord,Nate,Nord,TE,2008,1278,3,0.8111,Louisville,Boca Raton,FL,26.3586885,-80.0830984,West Boca Raton
Joe Trebitz,Joe,Trebitz,OLB,2008,1327,3,0.8021,Pittsburgh,Boca Raton,FL,26.3586885,-80.0830984,West Boca Raton
Antonio Fenelus,Antonio,Fenelus,CB,2008,1453,2,0.7889,Wisconsin,Boca Raton,FL,26.3586885,-80.0830984,Boca Raton
Jerry Harris,Jerry,Harris,WR,2008,1699,2,0.7667,Central Michigan,Boca Raton,FL,26.3586885,-80.0830984,Boca Raton
Brandan Bishop,Brandan,Bishop,S,2009,1108,3,0.8417,N.C. State,Boca Raton,FL,26.3586885,-80.0830984,Boca Raton Christian
Antione Kirkland,Antione,Kirkland,RB,2009,1842,2,0.7722,Northern Illinois,Boca Raton,FL,26.3586885,-80.0830984,Olympic Heights Community
Ed Sullivan,Ed,Sullivan,DUAL,2010,979,3,0.8542,Marshall,Boca Raton,FL,26.3586885,-80.0830984,Boca Raton
Justin Halley,Justin,Halley,S,2010,1434,3,0.8333,FIU,Boca Raton,FL,26.3586885,-80.0830984,Boca Raton
Robert Lockhart,Robert,Lockhart,WR,2011,942,3,0.8374,Virginia Tech,Boca Raton,FL,26.3586885,-80.0830984,West Boca Raton
Corey King,Corey,King,DT,2011,1323,3,0.8111,Miami,Boca Raton,FL,26.3586885,-80.0830984,West Boca Raton
Mauro Bondi,Mauro,Bondi,K,2011,1442,3,0.8021,Nebraska,Boca Raton,FL,26.3586885,-80.0830984,West Boca Raton
JaWand Blue,JaWand,Blue,OLB,2012,827,3,0.853,Miami,Boca Raton,FL,26.3586885,-80.0830984,West Boca Raton
Reggie Love,Reggie,Love,WR,2012,1195,3,0.8315,Wisconsin,Boca Raton,FL,26.3586885,-80.0830984,Spanish River Community
Keith Byars II,Keith,Byars II,RB,2012,1441,3,0.8155,NoCollege,Boca Raton,FL,26.3586885,-80.0830984,Boca Raton
Brian Gamble,Brian,Gamble,S,2007,793,3,0.8372,Illinois,Massillon,OH,40.7967244,-81.5215093,Washington
Rob Reiland,Rob,Reiland,TE,2007,1313,3,0.799,Miami (OH),Massillon,OH,40.7967244,-81.5215093,Jackson
Devoe Torrence,Devoe,Torrence,ATH,2008,51,4,0.9764,NoCollege,Massillon,OH,40.7967244,-81.5215093,Washington
Steve Yoder,Steve,Yoder,WDE,2008,1955,2,0.7438,Ball State,Massillon,OH,40.7967244,-81.5215093,Washington
Steve Schott,Steve,Schott,K,2008,2012,2,0.7222,Ball State,Massillon,OH,40.7967244,-81.5215093,Washington
Robert Partridge,Robert,Partridge,PRO,2010,1192,3,0.8448,Miami (OH),Massillon,OH,40.7967244,-81.5215093,Washington
Devin Smith,Devin,Smith,WR,2011,286,3,0.8895,Ohio State,Massillon,OH,40.7967244,-81.5215093,Washington
Justin Olack,Justin,Olack,WR,2011,773,3,0.8472,Toledo,Massillon,OH,40.7967244,-81.5215093,Washington
Darien Terrell,Darien,Terrell,OT,2012,1953,2,0.786,Eastern Michigan,Massillon,OH,40.7967244,-81.5215093,Jackson
Tyler Sash,Tyler,Sash,ATH,2007,797,3,0.8372,Iowa,Oskaloosa,IA,41.2963365,-92.6449612,Oskaloosa
Joseph Gilbert,Joseph,Gilbert,OG,2007,798,3,0.8368,Georgia Tech,Cartersville,GA,34.1650972,-84.7999383,Cartersville
Richard Samuel,Richard,Samuel,RB,2008,18,5,0.9901,Georgia,Cartersville,GA,34.1650972,-84.7999383,Cass
Donavan Tate,Donavan,Tate,ATH,2009,116,4,0.9459,North Carolina,Cartersville,GA,34.1650972,-84.7999383,Cartersville
Morgan Alexander,Morgan,Alexander,ATH,2009,883,3,0.8528,N.C. State,Cartersville,GA,34.1650972,-84.7999383,Cartersville
Justin Floyd,Justin,Floyd,OG,2011,1535,2,0.7915,NoCollege,Cartersville,GA,34.1650972,-84.7999383,Cartersville
J.D. Jones,J.D.,Jones,OG,2011,2179,2,0.7432,Middle Tennessee State,Cartersville,GA,34.1650972,-84.7999383,Cartersville
Tarris Batiste,Tarris,Batiste,OLB,2011,2643,2,0.7,Indiana State,Cartersville,GA,34.1650972,-84.7999383,Cass
Collin Barber,Collin,Barber,P,2012,1543,3,0.8101,Georgia,Cartersville,GA,34.1650972,-84.7999383,Cartersville
Devin O'Connor,Devin,O'Connor,WDE,2012,1889,2,0.7899,NoCollege,Cartersville,GA,34.1650972,-84.7999383,Cartersville
Fred Koloto,Fred,Koloto,OG,2007,807,3,0.8354,San Jose State,Palo Alto,CA,37.442156,-122.1634472,Palo Alto
Kevin Anderson,Kevin,Anderson,SDE,2011,622,3,0.8559,Stanford,Palo Alto,CA,37.442156,-122.1634472,Palo Alto
Davante Adams,Davante,Adams,WR,2011,2368,2,0.7333,Fresno State,Palo Alto,CA,37.442156,-122.1634472,Palo Alto
Erique Robertson,Erique,Robertson,OLB,2007,808,3,0.8354,Illinois,Maple Heights,OH,41.4153313,-81.565956,Maple Heights
Charles Brown,Charles,Brown,CB,2007,1005,3,0.8274,North Carolina,Maple Heights,OH,41.4153313,-81.565956,Maple Heights
Dominic Flewellyn,Dominic,Flewellyn,OG,2010,1702,3,0.8163,Bowling Green,Maple Heights,OH,41.4153313,-81.565956,Maple Heights
Shaquille Washington,Shaquille,Washington,WR,2011,533,3,0.8609,Cincinnati,Maple Heights,OH,41.4153313,-81.565956,Maple Heights
Arron Pipkins,Arron,Pipkins,DT,2012,3042,2,0.7,Eastern Michigan,Maple Heights,OH,41.4153313,-81.565956,Maple Heights
Andre Anderson,Andre,Anderson,APB,2007,809,3,0.8354,Michigan State,Barrington,IL,42.1539141,-88.1361888,Barrington
Teddy Schell,Teddy,Schell,PRO,2007,955,3,0.8323,NoCollege,Barrington,IL,42.1539141,-88.1361888,Barrington
Gus Handler,Gus,Handler,OG,2009,1132,3,0.8399,Colorado,Barrington,IL,42.1539141,-88.1361888,Barrington
Alex Smith,Alex,Smith,ILB,2009,1272,3,0.8323,Central Michigan,Barrington,IL,42.1539141,-88.1361888,Barrington
James Kristof,James,Kristof,OG,2011,1663,2,0.7788,Western Michigan,Barrington,IL,42.1539141,-88.1361888,Barrington
Dan Voltz,Dan,Voltz,OG,2012,98,4,0.9557,Wisconsin,Barrington,IL,42.1539141,-88.1361888,Barrington
Chase Murdock,Chase,Murdock,ATH,2012,1989,2,0.7832,Toledo,Barrington,IL,42.1539141,-88.1361888,Barrington
Anthony Blue,Anthony,Blue,CB,2007,813,3,0.8354,Nebraska,Chatfield,TX,32.2415365,-96.4074824,Cedar Hill
Jarvis Humphrey,Jarvis,Humphrey,DT,2008,62,4,0.9711,Texas,Chatfield,TX,32.2415365,-96.4074824,Cedar Hill
Aaron Benson,Aaron,Benson,OLB,2010,135,4,0.9381,Texas,Chatfield,TX,32.2415365,-96.4074824,Cedar Hill
Elisha Olabode,Elisha,Olabode,S,2010,821,3,0.859,TCU,Chatfield,TX,32.2415365,-96.4074824,Cedar Hill
Josh Allen,Josh,Allen,OC,2010,1710,3,0.8155,Louisiana-Monroe,Chatfield,TX,32.2415365,-96.4074824,Cedar Hill
Eduardo Camara,Eduardo,Camara,K,2010,1993,2,0.7933,Arkansas,Chatfield,TX,32.2415365,-96.4074824,Cedar Hill
Lovett Gibson,Lovett,Gibson,WR,2011,1717,2,0.7715,Rice,Chatfield,TX,32.2415365,-96.4074824,Cedar Hill
Driphus Jackson,Driphus,Jackson,ATH,2011,1781,2,0.7667,Rice,Chatfield,TX,32.2415365,-96.4074824,Cedar Hill
Aderius Epps,Aderius,Epps,OG,2012,968,3,0.8437,Kansas State,Chatfield,TX,32.2415365,-96.4074824,Cedar Hill
Andre Anderson,Andre,Anderson,ATH,2012,2675,2,0.7481,Rice,Chatfield,TX,32.2415365,-96.4074824,Cedar Hill
Brandon Lampkin,Brandon,Lampkin,TE,2007,815,3,0.8354,Arkansas,Tucker,GA,33.8501955,-84.20121473,Tucker
Neiko Thorpe,Neiko,Thorpe,S,2008,93,4,0.9548,Auburn,Tucker,GA,33.8501955,-84.20121473,Tucker
Jamoris Slaughter,Jamoris,Slaughter,S,2008,115,4,0.9439,Notre Dame,Tucker,GA,33.8501955,-84.20121473,Tucker
Neiko Lipscomb,Neiko,Lipscomb,S,2008,532,3,0.8683,Auburn,Tucker,GA,33.8501955,-84.20121473,Tucker
Robert Jones,Robert,Jones,DT,2008,1972,2,0.7333,East Carolina,Tucker,GA,33.8501955,-84.20121473,Tucker
Drayton Calhoun,Drayton,Calhoun,RB,2009,138,4,0.9332,LSU,Tucker,GA,33.8501955,-84.20121473,Tucker
Jonathan Davis,Jonathan,Davis,OLB,2009,303,4,0.8933,UCF,Tucker,GA,33.8501955,-84.20121473,Tucker
Deion Roberson,Deion,Roberson,DT,2009,658,3,0.8622,N.C. State,Tucker,GA,33.8501955,-84.20121473,Tucker
A.J. Bouye,A.J.,Bouye,CB,2009,1740,2,0.7889,UCF,Tucker,GA,33.8501955,-84.20121473,Tucker
Quenton Brown,Quenton,Brown,SDE,2010,1473,3,0.8333,UCF,Tucker,GA,33.8501955,-84.20121473,Tucker
Rendell Wilder,Rendell,Wilder,RB,2010,2460,2,0.7,Georgia State,Tucker,GA,33.8501955,-84.20121473,Tucker
James Vaughters,James,Vaughters,ILB,2011,64,4,0.9667,Stanford,Tucker,GA,33.8501955,-84.20121473,Tucker
Chris Sanders,Chris,Sanders,S,2011,291,3,0.8882,Georgia,Tucker,GA,33.8501955,-84.20121473,Tucker
Justin Garrett,Justin,Garrett,OLB,2011,338,3,0.8788,Auburn,Tucker,GA,33.8501955,-84.20121473,Tucker
Aaron Epps,Aaron,Epps,OT,2011,981,3,0.8357,Louisville,Tucker,GA,33.8501955,-84.20121473,Tucker
Bashr Coles,Bashr,Coles,RB,2011,2513,2,0.7333,UAB,Tucker,GA,33.8501955,-84.20121473,Tucker
Josh Dawson,Josh,Dawson,WDE,2012,269,4,0.9088,Georgia,Tucker,GA,33.8501955,-84.20121473,Tucker
Jacob Sealand,Jacob,Sealand,ILB,2012,534,3,0.8766,Vanderbilt,Tucker,GA,33.8501955,-84.20121473,Tucker
Jamariey Atterberry,Jamariey,Atterberry,CB,2007,817,3,0.8354,Ole Miss,Kosciusko,MS,33.0576295,-89.5875764,Kosciusko Senior
Kendrick Presley,Kendrick,Presley,ATH,2008,733,3,0.8514,Southern Miss,Kosciusko,MS,33.0576295,-89.5875764,Kosciusko Senior
John Paul Alford,John,Paul Alford,OG,2008,841,3,0.842,Mississippi State,Kosciusko,MS,33.0576295,-89.5875764,Kosciusko Senior
Anthony Watkins,Anthony,Watkins,S,2007,821,3,0.8354,Oregon State,Burien,WA,47.469918,-122.3485274,Highline
Kevin Freitag,Kevin,Freitag,OG,2007,827,3,0.834,Washington State,Burien,WA,47.469918,-122.3485274,Kennedy Catholic
Everrette Thompson,Everrette,Thompson,SDE,2008,193,4,0.9166,Washington,Burien,WA,47.469918,-122.3485274,Kennedy Catholic
Senio Kelemete,Senio,Kelemete,OT,2008,333,3,0.8898,Washington,Burien,WA,47.469918,-122.3485274,Evergreen
Luther Leonard,Luther,Leonard,DUAL,2008,757,3,0.851,Washington,Burien,WA,47.469918,-122.3485274,Evergreen
Corey Laufasa,Corey,Laufasa,ILB,2008,1728,2,0.7667,Army,Burien,WA,47.469918,-122.3485274,Evergreen
Nolan Washington,Nolan,Washington,CB,2009,745,3,0.859,Washington State,Burien,WA,47.469918,-122.3485274,Kennedy Catholic
Jason Thompson,Jason,Thompson,ATH,2012,2519,2,0.7582,Wyoming,Burien,WA,47.469918,-122.3485274,Kennedy Catholic
Nick Provo,Nick,Provo,TE,2007,826,3,0.834,Syracuse,Lake Worth,FL,26.6159698,-80.0569927,John I. Leonard
LaVon Brazill,LaVon,Brazill,WR,2007,1990,2,0.7222,Ohio,Lake Worth,FL,26.6159698,-80.0569927,Lake Worth
Star Jackson,Star,Jackson,PRO,2008,197,4,0.9148,Alabama,Lake Worth,FL,26.6159698,-80.0569927,Lake Worth
Joe Looney,Joe,Looney,OG,2008,610,3,0.8608,Wake Forest,Lake Worth,FL,26.6159698,-80.0569927,Lake Worth
Tre Mason,Tre,Mason,RB,2011,262,4,0.8954,Auburn,Lake Worth,FL,26.6159698,-80.0569927,Park Vista Community
Mike Matulis,Mike,Matulis,OT,2011,485,3,0.8634,South Carolina,Lake Worth,FL,26.6159698,-80.0569927,Park Vista Community
Cody Preble,Cody,Preble,OG,2011,897,3,0.8402,Wake Forest,Lake Worth,FL,26.6159698,-80.0569927,Park Vista Community
Terrance Floyd,Terrance,Floyd,CB,2011,1435,3,0.8033,Wisconsin,Lake Worth,FL,26.6159698,-80.0569927,Santaluces Community
Andy Daceus,Andy,Daceus,SDE,2012,1754,3,0.7992,NoCollege,Lake Worth,FL,26.6159698,-80.0569927,John I. Leonard
Evan Moore,Evan,Moore,DUAL,2012,2028,2,0.7799,NoCollege,Lake Worth,FL,26.6159698,-80.0569927,Lake Worth
Alex Hook,Alex,Hook,CB,2012,2309,2,0.7667,NoCollege,Lake Worth,FL,26.6159698,-80.0569927,Lake Worth
Bernard Davis,Bernard,Davis,WR,2012,2348,2,0.7667,NoCollege,Lake Worth,FL,26.6159698,-80.0569927,Lake Worth
Junior Estelus,Junior,Estelus,DT,2012,3047,2,0.7,Western Michigan,Lake Worth,FL,26.6159698,-80.0569927,Lake Worth
Jordan Pendleton,Jordan,Pendleton,WR,2007,829,3,0.8337,Brigham Young,South Jordan,UT,40.5621704,-111.929658,Bingham
Austin Holt,Austin,Holt,TE,2008,221,4,0.9092,Brigham Young,South Jordan,UT,40.5621704,-111.929658,Bingham
Derek Tuimauga,Derek,Tuimauga,OG,2008,789,3,0.8479,Utah,South Jordan,UT,40.5621704,-111.929658,Bingham
Justin Sorensen,Justin,Sorensen,K,2008,978,3,0.8333,Brigham Young,South Jordan,UT,40.5621704,-111.929658,Bingham
Iona Pritchard,Iona,Pritchard,ILB,2008,1872,2,0.7444,Brigham Young,South Jordan,UT,40.5621704,-111.929658,Bingham
LT Filiaga,LT,Filiaga,ILB,2009,756,3,0.859,Utah,South Jordan,UT,40.5621704,-111.929658,Bingham
Remington Peck,Remington,Peck,TE,2009,1088,3,0.8417,Brigham Young,South Jordan,UT,40.5621704,-111.929658,Bingham
Tuni Kanuch,Tuni,Kanuch,OG,2010,906,3,0.8559,Brigham Young,South Jordan,UT,40.5621704,-111.929658,Bingham
Brandon Taukeiaho,Brandon,Taukeiaho,OG,2010,2215,2,0.7667,Utah State,South Jordan,UT,40.5621704,-111.929658,Bingham
Harvey Langi,Harvey,Langi,ATH,2011,214,4,0.9068,Utah,South Jordan,UT,40.5621704,-111.929658,Bingham
Baker Pritchard,Baker,Pritchard,SDE,2011,476,3,0.864,Brigham Young,South Jordan,UT,40.5621704,-111.929658,Bingham
Moses Kaumatule,Moses,Kaumatule,WDE,2011,552,3,0.8599,Brigham Young,South Jordan,UT,40.5621704,-111.929658,Bingham
Kesni Tausinga,Kesni,Tausinga,DT,2011,850,3,0.8431,Brigham Young,South Jordan,UT,40.5621704,-111.929658,Bingham
Seni Fauonuku,Seni,Fauonuku,DT,2011,903,3,0.8397,Utah,South Jordan,UT,40.5621704,-111.929658,Bingham
Manoa Pikula,Manoa,Pikula,ILB,2011,919,3,0.839,Brigham Young,South Jordan,UT,40.5621704,-111.929658,Bingham
Jordan Hicks,Jordan,Hicks,OT,2011,2354,2,0.7333,Utah State,South Jordan,UT,40.5621704,-111.929658,Bingham
Bridger Peck,Bridger,Peck,OLB,2011,2384,2,0.7333,Utah State,South Jordan,UT,40.5621704,-111.929658,Bingham
Jared Afalava,Jared,Afalava,OLB,2012,304,4,0.901,Nebraska,South Jordan,UT,40.5621704,-111.929658,Bingham
Randez James,Randez,James,CB,2007,830,3,0.8337,Duke,Converse,TX,29.5180081,-98.3161241,Judson
Roisean Haynes,Roisean,Haynes,CB,2007,1452,2,0.7889,Houston,Converse,TX,29.5180081,-98.3161241,Judson
Phillip Gaines,Phillip,Gaines,CB,2009,1297,3,0.8306,Rice,Converse,TX,29.5180081,-98.3161241,Judson
Chris McAllister,Chris,McAllister,WDE,2009,1310,3,0.8292,Baylor,Converse,TX,29.5180081,-98.3161241,Judson
Anthony  Moore,Anthony, Moore,S,2009,1434,3,0.8163,Baylor,Converse,TX,29.5180081,-98.3161241,Judson
Trent Matthews,Trent,Matthews,S,2011,1762,2,0.7667,Colorado State,Converse,TX,29.5180081,-98.3161241,Judson
Dennis Parks,Dennis,Parks,WR,2012,1781,2,0.7965,Rice,Converse,TX,29.5180081,-98.3161241,Judson
Stephon Moody,Stephon,Moody,ILB,2012,2369,2,0.7667,NoCollege,Converse,TX,29.5180081,-98.3161241,Judson
Jasmine Dalton,Jasmine,Dalton,WR,2007,832,3,0.8337,Louisiana Tech,Independence,LA,38.3490803,-120.5135368,Independence
Micah Grimes,Micah,Grimes,OG,2007,833,3,0.8337,Troy,Fort Meade,FL,27.7522526,-81.8017491,Fort Meade
Onterio McCalebb,Onterio,McCalebb,APB,2008,304,4,0.8938,Auburn,Fort Meade,FL,27.7522526,-81.8017491,Fort Meade
Onterrio McCalebb,Onterrio,McCalebb,APB,2008,305,4,0.8938,Auburn,Fort Meade,FL,27.7522526,-81.8017491,Fort Meade
Freddy Cortez,Freddy,Cortez,K,2009,2229,2,0.7,Kent State,Fort Meade,FL,27.7522526,-81.8017491,Fort Meade
Mawanza Wamulumba,Mawanza,Wamulumba,SDE,2010,2369,2,0.7667,Miami (OH),Fort Meade,FL,27.7522526,-81.8017491,Fort Meade
Brandon Fulse,Brandon,Fulse,TE,2011,132,4,0.9361,Auburn,Fort Meade,FL,27.7522526,-81.8017491,Fort Meade
Ronald Jones,Ronald,Jones,WR,2011,1684,2,0.7758,Pittsburgh,Fort Meade,FL,27.7522526,-81.8017491,Fort Meade
Maurice Russell,Maurice,Russell,ILB,2012,1719,3,0.8004,NoCollege,Fort Meade,FL,27.7522526,-81.8017491,Fort Meade
Jamie Willis,Jamie,Willis,OLB,2012,1916,2,0.7882,FIU,Fort Meade,FL,27.7522526,-81.8017491,Fort Meade
Marcus Mathews,Marcus,Mathews,WR,2007,834,3,0.8337,Brigham Young,Beaverton,OR,45.4871723,-122.8037804,Southridge
Mitch Mathews,Mitch,Mathews,WR,2009,1048,3,0.8448,Brigham Young,Beaverton,OR,45.4871723,-122.8037804,Southridge
James Euscher,James,Euscher,OT,2011,909,3,0.8394,Oregon,Beaverton,OR,45.4871723,-122.8037804,Aloha
Nathan Leddige,Nathan,Leddige,OT,2012,3037,2,0.7,Wyoming,Beaverton,OR,45.4871723,-122.8037804,Southridge
Tyrone Justin,Tyrone,Justin,CB,2007,835,3,0.8336,Washington State,Culver City,CA,34.0211224,-118.3964665,Culver City
Nehemiah Mundy,Nehemiah,Mundy,CB,2007,1139,3,0.8111,UNLV,Culver City,CA,34.0211224,-118.3964665,Culver City
Antwon Moutra,Antwon,Moutra,WR,2008,267,4,0.8986,UCLA,Culver City,CA,34.0211224,-118.3964665,Culver City
Terrance Hayward,Terrance,Hayward,CB,2008,1679,2,0.7667,Washington State,Culver City,CA,34.0211224,-118.3964665,Culver City
Anthony Ballew,Anthony,Ballew,OT,2008,1772,2,0.7667,Baylor,Culver City,CA,34.0211224,-118.3964665,Culver City
Victor Burnett,Victor,Burnett,ILB,2010,514,3,0.8733,Washington,Culver City,CA,34.0211224,-118.3964665,Culver City
Ijumaa Armstrong,Ijumaa,Armstrong,DT,2011,2422,2,0.7333,Hawaii,Culver City,CA,34.0211224,-118.3964665,Culver City
Khalil Pettway,Khalil,Pettway,OLB,2012,818,3,0.8534,Washington State,Culver City,CA,34.0211224,-118.3964665,Culver City
Alex Jackson,Alex,Jackson,WR,2012,833,3,0.8525,Washington State,Culver City,CA,34.0211224,-118.3964665,Culver City
Yamen Sanders,Yamen,Sanders,OLB,2012,1708,3,0.8013,Arizona,Culver City,CA,34.0211224,-118.3964665,Culver City
Kevin Porche,Kevin,Porche,WR,2012,2970,2,0.7298,Cal Poly,Culver City,CA,34.0211224,-118.3964665,Culver City
Adrian Moore,Adrian,Moore,ATH,2007,836,3,0.8333,Oklahoma State,White Hall,AR,34.2739862,-92.0909766,White Hall
Ferbia Allen,Ferbia,Allen,TE,2008,1291,3,0.8101,Ole Miss,White Hall,AR,34.2739862,-92.0909766,Dollarway
Jesse Grandy,Jesse,Grandy,WR,2009,1023,3,0.8479,Ole Miss,White Hall,AR,34.2739862,-92.0909766,Dollarway
Jeremy Sprinkle,Jeremy,Sprinkle,TE,2012,617,3,0.8708,Arkansas,White Hall,AR,34.2739862,-92.0909766,White Hall
Paul Stefanik,Paul,Stefanik,ILB,2007,840,3,0.8333,Kent State,Harrison City,PA,40.3551215,-79.64993954,Penn Trafford
Tim Cortazzo,Tim,Cortazzo,WR,2007,1460,2,0.7878,Toledo,Harrison City,PA,40.3551215,-79.64993954,Penn Trafford
Luke Graham,Luke,Graham,OG,2010,720,3,0.8634,Penn State,Harrison City,PA,40.3551215,-79.64993954,Penn Trafford
Manny Simpson,Manny,Simpson,RB,2012,2331,2,0.7667,NoCollege,Harrison City,PA,40.3551215,-79.64993954,Penn Trafford
David Angilau,David,Angilau,DT,2007,842,3,0.8333,Brigham Young,Longmont,CO,40.1672117,-105.1019287,Niwot
Gabe Knapton,Gabe,Knapton,ILB,2007,856,3,0.8333,Wyoming,Longmont,CO,40.1672117,-105.1019287,Skyline
Jeff Roueche,Jeff,Roueche,OLB,2009,1956,2,0.7667,Wyoming,Longmont,CO,40.1672117,-105.1019287,Niwot
Justin Hansen,Justin,Hansen,OG,2011,1176,3,0.8224,Colorado State,Longmont,CO,40.1672117,-105.1019287,Longmont
Austin Apodaca,Austin,Apodaca,DUAL,2012,1142,3,0.8337,Washington State,Longmont,CO,40.1672117,-105.1019287,Silver Creek
Justin Springer,Justin,Springer,ILB,2007,843,3,0.8333,Kansas,Los Fresnos,TX,26.0717438,-97.4763733,Los Fresnos
A.J. Whitmore,A.J.,Whitmore,ATH,2007,845,3,0.8333,Tulsa,Nashville,AR,33.9456692,-93.847129,Nashville
Josh Trezvant,Josh,Trezvant,ATH,2007,847,3,0.8333,Duke,Morrilton,AR,35.1509173,-92.7440538,Morrilton Sr.
Freddy Burton,Freddy,Burton,OLB,2007,882,3,0.8333,Arkansas,Morrilton,AR,35.1509173,-92.7440538,Morrilton Sr.
Justin Criswell,Justin,Criswell,ATH,2010,2140,2,0.7755,Louisiana-Monroe,Morrilton,AR,35.1509173,-92.7440538,Morrilton Sr.
Warren Leapheart,Warren,Leapheart,WR,2012,2219,2,0.7682,Arkansas State,Morrilton,AR,35.1509173,-92.7440538,Morrilton Sr.
Chris Carter,Chris,Carter,OLB,2007,848,3,0.8333,Fresno State,Fontana,CA,34.0922335,-117.435048,Kaiser
Josh Shirley,Josh,Shirley,OLB,2010,170,4,0.9264,Washington,Fontana,CA,34.0922335,-117.435048,Kaiser
Anthony Brown,Anthony,Brown,ATH,2010,351,3,0.8898,USC,Fontana,CA,34.0922335,-117.435048,Kaiser
Devon Blackmon,Devon,Blackmon,ATH,2011,39,4,0.9776,Oregon,Fontana,CA,34.0922335,-117.435048,Summit
Desman Carter,Desman,Carter,S,2011,2483,2,0.7333,Nevada,Fontana,CA,34.0922335,-117.435048,Kaiser
Donte Deayon,Donte,Deayon,CB,2012,714,3,0.8631,Boise State,Fontana,CA,34.0922335,-117.435048,Summit
Reshawn Hooker,Reshawn,Hooker,OLB,2012,723,3,0.8621,Utah,Fontana,CA,34.0922335,-117.435048,A.B. Miller
Jamaal Williams,Jamaal,Williams,APB,2012,1149,3,0.8335,Brigham Young,Fontana,CA,34.0922335,-117.435048,Summit
Aisea Hansen,Aisea,Hansen,OLB,2012,3070,2,0.7,Nevada,Fontana,CA,34.0922335,-117.435048,Kaiser
Jason Fitch,Jason,Fitch,WDE,2007,849,3,0.8333,TCU,Spencer,OK,35.5228433,-97.3772618,Star Spencer
Jerrel Jernigan,Jerrel,Jernigan,ATH,2007,851,3,0.8333,Troy,Attalla,AL,34.0336925,-86.10222948,Etowah
Jamison Wadley,Jamison,Wadley,SDE,2007,1818,2,0.7444,Southern Miss,Attalla,AL,34.0336925,-86.10222948,Etowah
Terrence Thomas,Terrence,Thomas,OLB,2007,1960,2,0.7222,Memphis,Attalla,AL,34.0336925,-86.10222948,Etowah
Darrin Peterson,Darrin,Peterson,WR,2012,1363,3,0.8199,Liberty,Attalla,AL,34.0336925,-86.10222948,Etowah
Jeff Maehl,Jeff,Maehl,CB,2007,854,3,0.8333,Oregon,Paradise,CA,39.7596061,-121.6219177,Paradise Senior
Jonathan Jones,Jonathan,Jones,WR,2007,857,3,0.8333,TCU,Fort Worth,TX,32.753177,-97.3327459,Everman
Adi Kunalic,Adi,Kunalic,K,2007,1321,2,0.7962,Nebraska,Fort Worth,TX,32.753177,-97.3327459,North Crowley
Johnny Fobbs,Johnny,Fobbs,S,2007,1407,2,0.7889,TCU,Fort Worth,TX,32.753177,-97.3327459,Everman
Dominique Delpeche,Dominique,Delpeche,OT,2007,1424,2,0.7889,Texas Tech,Fort Worth,TX,32.753177,-97.3327459,North Crowley
Chris Ford,Chris,Ford,WR,2007,1550,2,0.7667,Tulsa,Fort Worth,TX,32.753177,-97.3327459,North Crowley
Reid Singleton,Reid,Singleton,CB,2007,1695,2,0.7667,Tulsa,Fort Worth,TX,32.753177,-97.3327459,North Crowley
Ed Young,Ed,Young,DUAL,2007,2143,2,0.7222,Buffalo,Fort Worth,TX,32.753177,-97.3327459,Eastern Hills
Lance Dunbar,Lance,Dunbar,APB,2008,1076,3,0.8274,North Texas,Fort Worth,TX,32.753177,-97.3327459,Haltom
Hutson Prioleau,Hutson,Prioleau,TE,2009,461,3,0.8764,Texas A&M,Fort Worth,TX,32.753177,-97.3327459,All Saints Episcopal
Jarrod Darden,Jarrod,Darden,WR,2009,676,3,0.8622,Colorado,Fort Worth,TX,32.753177,-97.3327459,Keller Central
Cyril Richardson,Cyril,Richardson,OT,2009,986,3,0.8479,Baylor,Fort Worth,TX,32.753177,-97.3327459,North Crowley
