Rnd,Pick,Tm,Player,Pos,Age,To,College/Univ
5,171,BUF,Nathan Peterman\PeteNa00,QB,23,2017,Pittsburgh
5,172,DEN,Isaiah McKenzie\McKeIs00,WR,22,2017,Georgia
5,173,PIT,Brian Allen\AlleBr01,DB,23,2017,Utah
5,174,ATL,Eric Saubert\SaubEr00,TE,23,2017,Drake
5,175,GNB,DeAngelo Yancey\YancDe00,WR,22,,Purdue
5,176,CIN,JJ Dielman\DielJJ00,C,23,,Utah
5,177,SFO,Trent Taylor\TaylTr02,WR,23,2017,Louisiana Tech
5,178,MIA,Davon Godchaux\GodcDa00,DT,22,2017,LSU
5,179,ARI,T.J. Logan\LogaT.00,RB,23,,North Carolina
5,180,MIN,Danny Isidora\IsidDa00,G,23,2017,Miami (FL)
5,181,NYJ,Dylan Donahue\DonaDy00,DL,25,2017,West Georgia
5,182,GNB,Aaron Jones\JoneAa00,RB,22,2017,Texas-El Paso
5,183,KAN,Ukeme Eligwe\EligUk00,LB,23,2017,Georgia Southern
5,184,PHI,Nathan Gerry\GerrNa00,S,22,2017,Nebraska
6,185,CLE,Caleb Brantley\BranCa00,DT,23,2017,Florida
6,186,BAL,Chuck Clark\ClarCh00,DB,22,2017,Virginia Tech
6,187,SEA,Michael Tyson\TysoMi00,S,24,,Cincinnati
6,188,NYJ,Elijah McGuire\McGuEl00,RB,23,2017,La-Lafayette
6,189,LAR,Tanzel Smart\SmarTa00,DT,22,2017,Tulane
6,190,LAC,Sam Tevi\TeviSa00,T,22,2017,Utah
6,191,DAL,Xavier Woods\WoodXa00,S,22,2017,Louisiana Tech
6,192,CAR,Alex Armah\ArmaAl00,FB,23,2017,West Georgia
6,193,CIN,Jordan Evans\EvanJo01,LB,22,2017,Oklahoma
6,194,MIA,Vincent Taylor\TaylVi00,DT,23,2017,Oklahoma St.
6,195,BUF,Tanner Vallejo\VallTa00,LB,22,2017,Boise St.
6,196,NOR,Al-Quadin Muhammad\MuhaAl00,DE,22,2017,Miami (FL)
6,197,NYJ,Jeremy Clark\ClarJe04,CB,23,2017,Michigan
6,198,SFO,D.J. Jones\JoneD.01,DT,22,2017,Mississippi
6,199,WAS,Chase Roullier\RoulCh00,C,24,2017,Wyoming
6,200,NYG,Adam Bisnowaty\BisnAd00,T,23,2017,Pittsburgh
6,201,MIN,Bucky Hodges\HodgBu00,TE,22,,Virginia Tech
6,202,SFO,Pita Taumoepenu\TaumPi00,OLB,23,2017,Utah
6,203,DEN,De'Angelo Henderson\HendDe01,RB,24,2017,Coastal Carolina
6,204,NYJ,Derrick Jones\JoneDe02,CB,22,2017,Mississippi
6,205,DET,Jeremiah Ledbetter\LedbJe00,DE,23,2017,Arkansas
6,206,LAR,Sam Rogers\RogeSa00,FB,22,,Virginia Tech
6,207,CIN,Brandon Wilson\WilsBr01,RB,23,2017,Houston
6,208,ARI,Rudy Ford\FordRu00,S,22,2017,Auburn
6,209,WAS,Robert Davis\DaviRo00,WR,22,2017,Georgia St.
6,210,SEA,Justin Senior\SeniJu00,T,23,,Mississippi St.
6,211,NWE,Conor McDermott\McDeCo00,T,24,2017,UCLA
6,212,GNB,Kofi Amichia\AmicKo00,C,23,,South Florida
6,213,PIT,Colin Holba\HolbCo00,LS,23,2017,Louisville
6,214,PHI,Elijah Qualls\QualEl00,DT,22,2017,Washington
6,215,DET,Brad Kaaya\KaayBr00,QB,22,,Miami (FL)
6,216,DAL,Marquez White\WhitMa03,CB,22,,Florida St.
6,217,TEN,Corey Levin\LeviCo00,OL,23,,Tenn-Chattanooga
6,218,KAN,Leon McQuay\McQuLe01,S,22,2017,USC
7,219,MIN,Stacy Coley\ColeSt00,WR,23,2017,Miami (FL)
7,220,MIN,Ifeadi Odenigbo\OdenIf00,DL,23,,Northwestern
7,221,OAK,Shalom Luani\LuanSh00,S,23,2017,Washington St.
7,222,JAX,Jalen Myrick\MyriJa00,CB,22,2017,Minnesota
7,223,TAM,Stevie Tu'ikolovatu\TuikSt00,NT,26,,USC
7,224,CLE,Zane Gonzalez\GonzZa00,K,22,2017,Arizona St.
7,225,LAC,Isaac Rochell\RochIs00,DT,22,2017,Notre Dame
7,226,SEA,David Moore\MoorDa03,WR,22,2017,East Central (OK)
7,227,TEN,Josh Carraway\CarrJo00,OLB,23,2017,TCU
7,228,DAL,Joey Ivie\IvieJo00,DT,22,,Florida
7,229,SFO,Adrian Colbert\ColbAd00,DB,23,2017,Miami (FL)
7,230,WAS,Josh Harvey-Clemons\HarvJo01,S,23,2017,Louisville
7,231,OAK,Jylan Ware\WareJy00,T,23,2017,Alabama St.
7,232,MIN,Elijah Lee\LeexEl00,LB,21,2017,Kansas St.
7,233,CAR,Harrison Butker\ButkHa00,K,22,2017,Georgia Tech
7,234,LAR,Ejuan Price\PricEj00,DE,24,2017,Pittsburgh
7,235,WAS,Joshua Holsey\HolsJo01,DB,23,2017,Auburn
7,236,TEN,Brad Seaton\SeatBr00,T,23,,Villanova
7,237,MIA,Isaiah Ford\FordIs00,WR,21,,Virginia Tech
7,238,GNB,Devante Mays\MaysDe00,RB,23,2017,Utah St.
7,239,DAL,Noah Brown\BrowNo00,WR,21,2017,Ohio St.
7,240,JAX,Marquez Williams\WillMa09,FB,,2017,Miami (FL)
7,241,TEN,Khalfani Muhammad\MuhaKh00,RB,23,,California
7,242,OAK,Elijah Hood\HoodEl00,RB,21,2017,North Carolina
7,243,HOU,Kyle Fuller\FullKy01,C,23,2017,Baylor
7,244,OAK,Treyvon Hester\HestTr00,DT,25,2017,Toledo
7,245,MIN,Jack Tocho\TochJa00,CB,21,,North Carolina St.
7,246,DAL,Jordan Carrell\CarrJo01,DT,23,,Colorado
7,247,GNB,Malachi Dupre\DuprMa01,WR,21,,LSU
7,248,PIT,Keion Adams\AdamKe02,OLB,22,,West. Michigan
7,249,SEA,Chris Carson\CarsCh00,RB,23,2017,Oklahoma St.
7,250,DET,Pat O'Connor\OConPa00,DE,23,2017,East. Michigan
7,251,CIN,Mason Schreck\SchrMa00,TE,23,,Buffalo
7,252,CLE,Matthew Dayes\DayeMa00,RB,23,2017,North Carolina St.
7,253,DEN,Chad Kelly\KellCh00,QB,23,,Mississippi
