Year,Rnd,Pick,Tm,Player,Pos,Age,To,College/Univ
2012,4,117,SFO,Joe Looney\LoonJo01,G,22,2017,Wake Forest
2012,4,118,MIN,Jarius Wright\WrigJa02,WR,22,2017,Arkansas
2012,4,119,WAS,Keenan Robinson\RobiKe01,LB,23,2017,Texas
2012,4,120,CLE,James-Michael Johnson\JohnJa04,LB,23,2015,Nevada
2012,4,121,HOU,Keshawn Martin\MartKe01,WR,22,2016,Michigan St.
2012,4,122,NOR,Nick Toon\ToonNi00,WR,23,2015,Wisconsin
2012,4,123,PHI,Brandon Boykin\BoykBr00,DB,22,2015,Georgia
2012,4,124,BUF,Ron Brooks\BrooRo01,DB,23,2016,LSU
2012,4,125,DET,Ronnell Lewis\LewiRo02,LB,22,2012,Oklahoma
2012,4,126,HOU,Jared Crick\CricJa00,DE,23,2016,Nebraska
2012,4,127,NYG,Adrien Robinson\RobiAd00,TE,24,2014,Cincinnati
2012,4,128,MIN,Rhett Ellison\ElliRh00,RB,23,2017,USC
2012,4,129,OAK,Miles Burris\BurrMi00,LB,24,2014,San Diego St.
2012,4,130,BAL,Christian Thompson\ThomCh01,DB,22,2012,South Carolina St.
2012,4,131,NYG,Brandon Mosley\MoslBr00,T,23,2014,Auburn
2012,4,132,GNB,Mike Daniels\DaniMi00,DT,23,2017,Iowa
2012,4,133,GNB,Jerron McMillian\McMiJe00,DB,23,2013,Maine
2012,4,134,MIN,Greg Childs\ChilGr00,WR,22,2012,Arkansas
2012,4,135,DAL,Matt Johnson\JohnMa05,DB,23,2012,East. Washington
2012,5,136,IND,Josh Chapman\ChapJo00,NT,23,2014,Alabama
2012,5,137,DEN,Malik Jackson\JackMa02,DT,22,2017,Tennessee
2012,5,138,DET,Tahir Whitehead\WhitTa00,LB,22,2017,Temple
2012,5,139,MIN,Robert Blanton\BlanRo00,DB,23,2017,Notre Dame
2012,5,140,TAM,Najee Goode\GoodNa00,LB,22,2017,West Virginia
2012,5,141,WAS,Adam Gettis\GettAd00,G,23,2016,Iowa
2012,5,142,JAX,Brandon Marshall\MarsBr01,LB,23,2017,Nevada
2012,5,143,CAR,Josh Norman\NormJo01,DB,24,2017,Coastal Carolina
2012,5,144,BUF,Zebrie Sanders\SandZe00,OL,22,2012,Florida St.
2012,5,145,TEN,Taylor Thompson\ThomTa00,TE,22,2014,SMU
2012,5,146,KAN,DeQuan Menzie\MenzDe00,DB,22,2012,Alabama
2012,5,147,BUF,Tank Carder\CardTa00,LB,23,2016,TCU
2012,5,148,DET,Chris Greenwood\GreeCh01,DB,23,2014,Albion
2012,5,149,SDG,Johnnie Troutman\TrouJo00,G,24,2014,Penn St.
2012,5,150,STL,Rokevious Watkins\WatkRo00,G,23,2013,South Carolina
2012,5,151,ARI,Senio Kelemete\KeleSe00,G,22,2017,Washington
2012,5,152,DAL,Danny Coale\CoalDa00,WR,24,2012,Virginia Tech
2012,5,153,PHI,Dennis Kelly\KellDe00,T,22,2017,Purdue
2012,5,154,SEA,Korey Toomer\ToomKo00,LB,23,2017,Idaho
2012,5,155,MIA,Josh Kaddu\KaddJo00,LB,22,2014,Oregon
2012,5,156,CIN,Shaun Prater\PratSh00,DB,22,2015,Iowa
2012,5,157,ATL,Bradie Ewing\EwinBr00,RB,22,2014,Wisconsin
2012,5,158,OAK,Jack Crawford\CrawJa00,DE,24,2017,Penn St.
2012,5,159,PIT,Chris Rainey\RainCh00,RB,24,2013,Florida
2012,5,160,CLE,Ryan Miller\MillRy00,G,23,2014,Colorado
2012,5,161,HOU,Randy Bullock\BullRa00,K,22,2017,Texas A&M
2012,5,162,NOR,Corey White\WhitCo01,DB,22,2016,Samford
2012,5,163,GNB,Terrell Manning\MannTe00,LB,22,2014,North Carolina St.
2012,5,164,ATL,Jonathan Massaquoi\MassJo00,DE,24,2014,Troy
2012,5,165,SFO,Darius Fleming\FlemDa00,LB,23,2015,Notre Dame
2012,5,166,CIN,Marvin Jones\JoneMa02,WR,22,2017,California
2012,5,167,CIN,George Iloka\IlokGe00,DB,22,2017,Boise St.
2012,5,168,OAK,Juron Criner\CrinJu00,WR,22,2014,Arizona
2012,5,169,BAL,Asa Jackson\JackAs00,DB,22,2017,
2012,5,170,IND,Vick Ballard\BallVi00,RB,22,2014,Mississippi St.
2012,6,171,STL,Greg Zuerlein\ZuerGr00,K,24,2017,
2012,6,172,SEA,Jeremy Lane\LaneJe00,DB,22,2017,NW State (LA)
2012,6,173,WAS,Alfred Morris\MorrAl00,RB,23,2017,Florida Atlantic
2012,6,174,TAM,Keith Tandy\TandKe00,DB,23,2017,West Virginia
2012,6,175,MIN,Blair Walsh\WalsBl00,K,22,2017,Georgia
2012,6,176,JAX,Mike Harris\HarrMi00,DB,23,2014,Florida St.
2012,6,177,ARI,Justin Bethel\BethJu00,DB,22,2017,Presbyterian
2012,6,178,BUF,Mark Asper\AspeMa00,G,26,2014,Oregon
2012,6,179,NOR,Andrew Tiller\TillAn01,G,23,2016,Syracuse
2012,6,180,SFO,Trent Robinson\RobiTr02,DB,22,2015,Michigan St.
2012,6,181,SEA,Winston Guy\GuyxWi00,DB,22,2016,Kentucky
2012,6,182,KAN,Cyrus Gray\GrayCy00,RB,22,2014,Texas A&M
2012,6,183,MIA,B.J. Cunningham\CunnB.00,WR,23,2014,Michigan St.
2012,6,184,CHI,Isaiah Frey\FreyIs00,DB,22,2014,Nevada
2012,6,185,ARI,Ryan Lindley\LindRy00,QB,23,2015,San Diego St.
2012,6,186,DAL,James Hanna\HannJa00,TE,23,2017,Oklahoma
2012,6,187,NYJ,Josh Bush\BushJo00,DB,23,2015,Wake Forest
2012,6,188,DEN,Danny Trevathan\TrevDa00,LB,22,2017,Kentucky
2012,6,189,OAK,Christo Bilukidi\BiluCh00,DE,22,2014,
2012,6,190,TEN,Markelle Martin\MartMa00,DB,22,2012,Oklahoma St.
2012,6,191,CIN,Dan Herron\HerrDa00,RB,23,2015,Ohio St.
2012,6,192,ATL,Charles Mitchell\MitcCh01,DB,23,2012,Mississippi St.
2012,6,193,WAS,Tom Compton\CompTo00,T,23,2017,South Dakota
2012,6,194,PHI,Marvin McNutt\McNuMa00,WR,23,2014,Iowa
2012,6,195,HOU,Nick Mondek\MondNi00,OL,23,2012,Purdue
2012,6,196,DET,Jonte Green\GreeJo03,DB,23,2013,New Mexico St.
2012,6,197,NWE,Nate Ebner\EbneNa00,DB,23,2017,Ohio St.
2012,6,198,BAL,Tommy Streeter\StreTo00,WR,22,2014,Miami (FL)
2012,6,199,SFO,Jason Slowey\SlowJa00,OL,23,2012,Western Oregon
2012,6,200,PHI,Brandon Washington\WashBr00,G,24,2014,Miami (FL)
2012,6,201,NYG,Matt McCants\McCaMa00,T,23,2016,
2012,6,202,NYJ,Terrance Ganaway\GanaTe00,RB,23,2012,Baylor
2012,6,203,NYJ,Robert Griffin\GrifRo03,OL,22,2012,Baylor
2012,6,204,CLE,Emmanuel Acho\AchoEm00,LB,21,2014,Texas
2012,6,205,CLE,Billy Winn\WinnBi00,DT,23,2016,Boise St.
2012,6,206,IND,LaVon Brazill\BrazLa00,WR,23,2013,Ohio
2012,6,207,CAR,Brad Nortman\NortBr00,P,23,2017,Wisconsin
2012,7,208,IND,Justin Anderson\AndeJu00,OL,24,2012,Georgia
2012,7,209,STL,Aaron Brown\BrowAa01,LB,,,Hawaii
2012,7,210,MIN,Audie Cole\ColeAu00,LB,23,2016,North Carolina St.
2012,7,211,TEN,Scott Solomon\SoloSc00,DE,23,2015,Rice
2012,7,212,TAM,Michael Smith\SmitMi01,RB,24,2014,Utah St.
2012,7,213,WAS,Richard Crawford\CrawRi00,DB,22,2014,SMU
2012,7,214,IND,Tim Fugger\FuggTi00,DE,23,2012,Vanderbilt
2012,7,215,MIA,Kheeston Randall\RandKh00,DT,23,2012,Texas
2012,7,216,CAR,D.J. Campbell\CampD.00,DB,23,2013,California
2012,7,217,WAS,Jordan Bernstine\BernJo00,DB,23,2012,Iowa
2012,7,218,KAN,Jerome Long\LongJe00,DT,22,2013,San Diego St.
2012,7,219,MIN,Trevor Guyton\GuytTr00,DE,,,California
2012,7,220,CHI,Greg McCoy\McCoGr00,DB,24,2012,TCU
2012,7,221,ARI,Nate Potter\PottNa00,T,24,2013,Boise St.
2012,7,222,DAL,Caleb McSurdy\McSuCa00,LB,22,2012,Montana
2012,7,223,DET,Travis Lewis\LewiTr00,LB,24,2015,Oklahoma
2012,7,224,NWE,Alfonzo Dennard\DennAl00,DB,23,2014,Nebraska
2012,7,225,SEA,J.R. Sweezy\SweeJ.00,DT,23,2017,North Carolina St.
2012,7,226,SDG,David Molk\MolkDa00,C,23,2015,Michigan
2012,7,227,MIA,Rishard Matthews\MattRi00,WR,22,2017,Nevada
2012,7,228,JAX,Jeris Pendleton\PendJe00,DT,28,2014,Ashland
2012,7,229,PHI,Bryce Brown\BrowBr02,RB,21,2015,Kansas St.
2012,7,230,OAK,Nathan Stupar\StupNa01,LB,24,2017,Penn St.
2012,7,231,PIT,Toney Clemons\ClemTo00,WR,23,2012,Colorado
2012,7,232,SEA,Greg Scruggs\ScruGr00,DE,22,2016,Louisville
2012,7,233,TAM,Drake Dunsmore\DunsDr00,TE,23,2012,Northwestern
2012,7,234,NOR,Marcel Jones\JoneMa03,OL,24,2014,Nebraska
2012,7,235,NWE,Jeremy Ebert\EberJe00,WR,23,2013,Northwestern
2012,7,236,BAL,DeAngelo Tyson\TysoDe00,DT,23,2014,Georgia
2012,7,237,SFO,Cam Johnson\JohnCa01,DE,22,2016,Virginia
2012,7,238,KAN,Junior Hemingway\HemiJu00,WR,23,2014,Michigan
2012,7,239,NYG,Markus Kuhn\KuhnMa00,DT,26,2015,North Carolina St.
2012,7,240,PIT,David Paulson\PaulDa01,TE,23,2014,Oregon
2012,7,241,GNB,Andrew Datko\DatkAn00,OL,22,2012,Florida St.
2012,7,242,NYJ,Antonio Allen\AlleAn02,DB,24,2016,South Carolina
2012,7,243,GNB,B.J. Coleman\ColeB.00,QB,24,2012,Tenn-Chattanooga
2012,7,244,NYJ,Jordan White\WhitJo02,WR,24,2012,West. Michigan
2012,7,245,CLE,Trevin Wade\WadeTr00,DB,23,2016,Arizona
2012,7,246,PIT,Terrence Frederick\FredTe00,DB,22,2014,Texas A&M
2012,7,247,CLE,Brad Smelley\SmelBr00,TE,23,2014,Alabama
2012,7,248,PIT,Kelvin Beachum\BeacKe00,T,23,2017,SMU
2012,7,249,ATL,Travian Robertson\RobeTr00,DT,23,2014,South Carolina
2012,7,250,SDG,Edwin Baker\BakeEd01,RB,21,2014,Michigan St.
2012,7,251,BUF,John Potter\PottJo00,K,22,2013,West. Michigan
2012,7,252,STL,Daryl Richardson\RichDa00,RB,22,2016,Abilene Christian
2012,7,253,IND,Chandler Harnish\HarnCh00,QB,24,2014,Northern Illinois
